"A732";"SÃ£o Gabriel do Oeste";"MS";"-19.420320";"-54.553088";646.00
"A742";"Cassilandia";"MS";"-19.122471";"-51.720732";494.72
"A710";"ParanaÃ­ba";"MS";"-19.695517";"-51.181769";408.06
"A519";"Campina Verde";"MG";"-19.539210";"-49.518133";559.07
"A520";"ConceiÃ§Ã£o das Alagoas";"MG";"-19.985860";"-48.151574";572.54
"A525";"Sacramento";"MG";"-19.875271";"-47.434102";913.12
"A505";"AraxÃ¡";"MG";"-19.605696";"-46.949617";1018.32
"A536";"Dores do IndaiÃ¡";"MG";"-19.481935";"-45.593932";721.09
"A535";"Florestal";"MG";"-19.885398";"-44.416883";753.50
"F501";"Belo Horizonte - Cercadinho";"MG";"-19.980034";"-43.958651";1199.55
"A521";"Belo Horizonte - Pampulha";"MG";"-19.883945";"-43.969397";854.02
"A511";"Timoteo";"MG";"-19.573824";"-42.622413";493.42
"A554";"Caratinga";"MG";"-19.735757";"-42.137146";609.25
"A534";"AimorÃ©s";"MG";"-19.532768";"-41.090801";287.74
"A613";"Santa Teresa";"ES";"-19.988388";"-40.579572";975.92
"A614";"Linhares";"ES";"-19.356923";"-40.068680";37.82
"A722";"Miranda";"MS";"-20.395530";"-56.431736";132.49
"A719";"Aquidauana";"MS";"-20.475420";"-55.784006";151.35
"A754";"Sidrolandia";"MS";"-20.981637";"-54.971870";471.43
"A702";"Campo Grande";"MS";"-20.447195";"-54.722615";528.47
"A756";"Agua Clara";"MS";"-20.44444";"-52.87583";323.63
"A704";"Tres Lagoas";"MS";"-20.7900";"-51.7122";328.94
"A733";"Jales";"SP";"-20.165025";"-50.595134";460.44
"A729";"Votuporanga";"SP";"-20.403221";"-49.966031";510.37
"A748";"Barretos";"SP";"-20.559175";"-48.544997";534.36
"A753";"Ituverava";"SP";"-20.35976";"-47.77522";610.58
"A708";"Franca";"SP";"-20.584475";"-47.382549";1002.74
"A516";"Passos";"MG";"-20.745237";"-46.633916";781.70
"A524";"Formiga";"MG";"-20.454930";"-45.453825";878.14
"A555";"IbiritÃ© (Rola MoÃ§a)";"MG";"-20.031457";"-44.011249";1198.82
"A557";"Coronel Pacheco";"MG";"-21.546728";"-43.261029";411.14
"A513";"Ouro Branco";"MG";"-20.556592";"-43.756220";1048.20
"A510";"ViÃ§osa";"MG";"-20.762607";"-42.864013";697.64
"A556";"ManhuaÃ§u";"MG";"-20.263378";"-42.182817";819.47
"A657";"Afonso ClÃ¡udio";"ES";"-20.1042";"-41.1069";520.00
"A617";"Alegre";"ES";"-20.750412";"-41.488852";128.68
"A615";"Alfredo Chaves";"ES";"-20.636526";"-40.741818";14.19
"A612";"VitÃ³ria";"ES";"-20.271094";"-40.306069";9.00
"A723";"Porto Murtinho";"MS";"-21.705850";"-57.886546";78.56
"A731";"MaracajÃº";"MS";"-21.609036";"-55.177531";388.94
"A758";"Jardim";"MS";"-21.478529";"-56.137717";252.47
"A743";"Rio Brilhante";"MS";"-21.774940";"-54.528108";324.31
"A759";"Bataguassu";"MS";"-21.750123";"-52.471294";392.13
"A734";"Valparaiso";"SP";"-21.319138";"-50.930158";381.90
"A735";"JosÃ© BonifÃ¡cio";"SP";"-21.085675";"-49.920388";408.35
"A727";"Lins";"SP";"-21.666045";"-49.734854";460.65
"A736";"Ariranha";"SP";"-21.132937";"-48.840426";525.44
"A747";"PradÃ³polis";"SP";"-21.338432";"-48.114007";540.41
"A737";"Ibitinga";"SP";"-21.855567";"-48.799717";496.75
"A738";"Casa Branca";"SP";"-21.78056";"-47.07528";734.15
"A711";"SÃ£o Carlos";"SP";"-21.980353";"-47.883927";859.29
"A530";"Caldas";"MG";"-21.918066";"-46.382996";1077.34
"A515";"Varginha";"MG";"-21.566513";"-45.404300";949.78
"A514";"SÃ£o JoÃ£o Del-Rei";"MG";"-21.106502";"-44.250928";929.88
"A502";"Barbacena";"MG";"-21.228373";"-43.767703";1168.76
"A518";"Juiz de Fora";"MG";"-21.769965";"-43.364329";936.88
"A517";"Muriae";"MG";"-21.104867";"-42.375904";282.79
"A622";"Presidente Kennedy";"ES";"-21.100805";"-41.039395";69.12
"A604";"Cambuci";"RJ";"-21.587729";"-41.958327";59.94
"A607";"Campos";"RJ";"-21.714767";"-41.344017";16.67
"A757";"Bela Vista";"MS";"-22.101536";"-56.540763";206.09
"A703";"Ponta PorÃ£";"MS";"-22.552448";"-55.716317";668.00
"A721";"Dourados";"MS";"-22.193920";"-54.911355";463.30
"A749";"Juti";"MS";"-22.857210";"-54.605634";375.18
"A709";"Ivinhema";"MS";"-22.300421";"-53.822895";377.36
"A849";"Diamante do Norte";"PR";"-22.639366";"-52.890156";368.22
"A850";"Paranapoema";"PR";"-22.658273";"-52.134526";308.70
"A707";"Presidente Prudente";"SP";"-22.119867";"-51.408637";431.92
"A718";"Rancharia";"SP";"-22.372832";"-50.974710";398.75
"A705";"Bauru";"SP";"-22.358052";"-49.028877";636.17
"A716";"Ourinhos";"SP";"-22.949000";"-49.894546";443.49
"A741";"Barra Bonita";"SP";"-22.471205";"-48.557573";533.68
"A726";"Piracicaba";"SP";"-22.703132";"-47.623317";566.46
"A739";"Itapira";"SP";"-22.415062";"-46.805292";634.89
"A509";"Monte Verde";"MG";"-22.861604";"-46.043365";1544.89
"A531";"Maria da FÃ©";"MG";"-22.314567";"-45.373049";1281.43
"A706";"Campos do JordÃ£o";"SP";"-22.750231";"-45.603836";1662.95
"A529";"Passa Quatro";"MG";"-22.395799";"-44.961909";1017.10
"A609";"Resende";"RJ";"-22.450924";"-44.444786";438.83
"A611";"ValenÃ§a";"RJ";"-22.358094";"-43.695656";367.21
"A610";"Petropolis - Pico do Couto";"RJ";"-22.464889";"-43.291505";1758.22
"A603";"Duque de Caxias - Xerem";"RJ";"-22.589806";"-43.282233";24.35
"A601";"SeropÃ©dica-Ecologia AgrÃ­cola";"RJ";"-22.757868";"-43.684843";34.64
"A621";"Rio de Janeiro - Vila Militar";"RJ";"-22.861322";"-43.411410";30.43
"A605";"NiterÃ³i";"RJ";"-22.906430";"-43.133437";10.58
"A654";"Rio de Janeiro-JacarepaguÃ¡";"RJ";"-22.986979";"-43.370102";3.91
"A652";"Rio de Janeiro-Forte de Copacabana";"RJ";"-22.988286";"-43.190436";25.59
"A618";"TeresÃ³polis - Parque Nacional";"RJ";"-22.448922";"-42.987146";991.44
"A624";"Nova Friburgo";"RJ";"-22.334839";"-42.676932";1065.08
"A620";"Campos - SÃ£o TomÃ©";"RJ";"-22.041647";"-41.051871";7.18
"A608";"MacaÃ©";"RJ";"-22.376318";"-41.812053";24.61
"A606";"Arraial do Cabo";"RJ";"-22.975468";"-42.021450";3.34
"A750";"Amambai";"MS";"-23.002530";"-55.329357";433.59
"A751";"Sete Quedas";"MS";"-23.966893";"-55.024227";398.40
"A752";"Itaquirai";"MS";"-23.449501";"-54.181858";337.82
"A824";"Icaraima";"PR";"-23.390380";"-53.635933";381.29
"A869";"Cidade Gaucha";"PR";"-23.359156";"-52.931912";365.79
"A835";"MaringÃ¡";"PR";"-23.405357";"-51.932828";548.51
